run,distance_to_stop_m,speed_mps,latency_ms,raw_output
1,100.94766271098311,1.7408947830023522,201.7396129667759,NOTIFY|Distance to stop is 100.95 meters at 1.74 m/s.
2,56.03726031366891,14.528308918938844,210.5626940028742,WARNING|Speed too high for distance to stop (56.04m) at 14.53m/s.
3,11.485621991796064,2.246870931357768,222.15532301925123,"ACTUATE|Stop now, distance to stop is 11.49 meters at 2.25 m/s."
4,50.78800198078458,5.277209065327672,220.1305649941787,WARNING|Distance to stop is 50.79 meters at a speed of 5.28 m/s.
5,15.462993809106152,15.51072420559399,226.2370620155707,"ACTUATE|Stop now, distance to stop is 15.46 meters at 15.51 m/s."
6,4.8072147564164975,1.2519926788273366,226.34284995729104,"ACTUATE|Stop now, distance to stop is 4.81 meters at 1.25 m/s."
7,5.697456891288671,5.208983344837929,196.02600595680997,WARNING|Distance to stop is 5.7 meters at 5.21 m/s.
8,116.96167214131809,15.596706001594853,184.6675730193965,NOTIFY|Distance to stop exceeds 99 meters at 15.6 m/s.
9,52.779736031100924,11.442319996759203,216.36734099593014,WARNING|Speed too high for distance to stop safely (52.78m) at 11.44m/s.
10,51.62654097156085,6.3948726040953865,216.1553930491209,WARNING|Speed too high for distance to stop (51.63m) at 6.39m/s.
11,6.674445551227834,16.85978257882489,181.00278096972033,WARNING|Stop in less than 7 meters at 17 m/s.
12,1.785062739463708,11.429609187547085,173.92123298486695,"WARNING|Distance to stop is too short, slow down now!"
13,18.22816994875873,2.941244887714711,224.69520603772253,"ACTUATE|Stop now, distance to stop is 18.23 meters at 2.94 m/s."
14,52.69947826784278,16.65704123318192,215.66925098886713,WARNING|Speed too high for distance to stop (52.7m) at 16.66m/s.
15,13.923743594366156,12.323056517817744,203.73342704260722,WARNING|Distance to stop is 13.92 meters at 12.32 m/s.
16,103.8100095112462,0.5778043902726797,176.97287700138986,NOTIFY|Distance to stop exceeds 99 meters with slow speed.
17,54.011647870223285,1.1913948938078502,182.93231597635895,WARNING|Speed too low to stop in time (54.01m)
18,21.909190661816723,5.664201854372602,249.05463098548353,"ACTUATE|Stop now, slow down from 5.66 m/s to 0 m/s within 21.91 meters."
19,12.480781487306933,15.924296769960645,176.6252619563602,"WARNING|Distance to stop is too short, slow down now!"
20,11.47129631468497,4.767842996964944,191.65556598454714,WARNING|Stop in 11.5 meters at 4.8 m/s.
21,114.64476862392374,9.701591214011227,194.09038097364828,NOTIFY|Distance to stop exceeds 99 meters at 9.7 m/s.
22,14.614649755588513,16.160811904844586,189.07101301010698,WARNING|Distance to stop is 14.61 meters at 16.16 m/s.
23,53.61996443713611,17.951864003804896,151.527812005952,WARNING|Speed too high for distance to stop safely
24,109.70005216720575,1.63636941912829,174.06469298293814,NOTIFY|Distance to stop is more than 99 meters.
25,117.08316110299998,2.7511437482686993,190.9801820293069,"NOTIFY|Distance to stop exceeds 99 meters, slow down now!"
26,115.63366665162225,7.598879402394313,131.51336798910052,NONE|MSG
27,107.0801135451645,10.725991710500306,198.06302100187168,NOTIFY|Distance to stop exceeds 99 meters at 10.73 m/s.
28,55.29114345099137,17.479410797045126,220.69672803627327,WARNING|Speed too high for distance to stop (55.29m) at 17.48m/s.
29,113.28595161538689,2.0619313737063596,197.099138982594,NOTIFY|Distance to stop exceeds 99 meters with slow speed.
30,18.771944989790242,13.834777187834026,235.30229699099436,"ACTUATE|Stop now, distance to stop is 18.77 meters at 13.83 m/s."
31,51.115521735958765,7.82577451204389,198.208041023463,WARNING|Speed too high for distance to stop safely (51.12m)
32,50.032453161017294,12.997657103578394,209.06881999690086,WARNING|Notify to stop at 50 meters with a speed of 13 m/s.
33,6.584726268777269,9.01055003490537,197.00108596589416,WARNING|Stop in 18.42m at 0.00m/s
