run,distance_to_stop_m,speed_mps,latency_ms,raw_output
1,100.94766271098311,1.7408947830023522,142.72998698288575,"NONE| distance_to_stop=100.95m, speed=1.74m/s"
2,56.03726031366891,14.528308918938844,146.90941100707278,NONE|The vehicle is too close to the stop line and should be stopped immediately.
3,11.485621991796064,2.246870931357768,145.0127040152438,NONE|The vehicle is too close to the stop line and should be stopped immediately.
4,50.78800198078458,5.277209065327672,145.149031013716,"NONE| distance_to_stop=50.79m, speed=5.28m/s"
5,15.462993809106152,15.51072420559399,147.67573197605088,NONE|The vehicle is too close to the stop line and should be stopped immediately.
6,4.8072147564164975,1.2519926788273366,160.45760898850858,NONE|The vehicle is stopped at a distance of 4.81m and is travelling at 1.25m/s.
7,5.697456891288671,5.208983344837929,167.86014003446326,NONE|The vehicle is stopped at a distance of 5.7 meters from the stop line and is traveling at 5.21 m/s.
8,116.96167214131809,15.596706001594853,130.26607898063958,"NONE| distance_to_stop=116.96m, speed=15.60m/s"
9,52.779736031100924,11.442319996759203,137.05021201167256,NONE|The vehicle is too close to the stop line and should be stopped immediately.
10,51.62654097156085,6.3948726040953865,147.3773920442909,"NONE| distance_to_stop=51.63m, speed=6.39m/s"
11,6.674445551227834,16.85978257882489,136.4047469687648,NONE|The vehicle is too close to the stop line and should be stopped immediately.
12,1.785062739463708,11.429609187547085,136.03276398498565,NONE|The vehicle is too close to the stop line and should be stopped immediately.
13,18.22816994875873,2.941244887714711,149.7200460289605,"NONE| distance_to_stop=18.23m, speed=2.94m/s"
14,52.69947826784278,16.65704123318192,142.2019680030644,NONE|The vehicle is too close to the stop line and should be stopped immediately.
15,13.923743594366156,12.323056517817744,137.57632701890543,NONE|The vehicle is too close to the stop line and should be stopped immediately.
16,103.8100095112462,0.5778043902726797,148.61907000886276,"NONE| distance_to_stop=103.81m, speed=0.58m/s"
17,54.011647870223285,1.1913948938078502,142.7391580073163,NONE|The vehicle is too close to the stop line and should be stopped immediately.
18,21.909190661816723,5.664201854372602,142.20988500164822,NONE|The vehicle is too close to the stop line and should be stopped immediately.
19,12.480781487306933,15.924296769960645,157.14076400035992,"NONE| distance_to_stop=12.48m, speed=15.92m/s"
20,11.47129631468497,4.767842996964944,141.21279498795047,NONE|The vehicle is too close to the stop line and should be stopped immediately.
21,114.64476862392374,9.701591214011227,136.0068040085025,"NONE| distance_to_stop=114.64m, speed=9.70m/s"
22,14.614649755588513,16.160811904844586,137.4731350224465,NONE|The vehicle is too close to the stop line and should be stopped immediately.
23,53.61996443713611,17.951864003804896,140.63839300069958,"NONE| distance_to_stop=53.62m, speed=17.95m/s"
24,109.70005216720575,1.63636941912829,140.10088000213727,"NONE| distance_to_stop=109.70m, speed=1.64m/s"
25,117.08316110299998,2.7511437482686993,148.44750799238682,"NONE| distance_to_stop=117.08m, speed=2.75m/s"
26,115.63366665162225,7.598879402394313,145.01468400703743,"NONE| distance_to_stop=115.63m, speed=7.60m/s"
27,107.0801135451645,10.725991710500306,146.15597296506166,"NONE| distance_to_stop=107.08m, speed=10.73m/s"
28,55.29114345099137,17.479410797045126,145.64829098526388,"NONE| distance_to_stop=55.29m, speed=17.48m/s"
29,113.28595161538689,2.0619313737063596,134.67184698674828,"NONE| distance_to_stop=113.29m, speed=2.06m/s"
30,18.771944989790242,13.834777187834026,136.55197399202734,NONE|The vehicle is too close to the stop line and should be stopped immediately.
31,51.115521735958765,7.82577451204389,144.45385499857366,"NONE|Distance to stop is too close and speed is too low, stopping is not necessary."
32,50.032453161017294,12.997657103578394,145.38085303502157,"NONE| distance_to_stop=50.03m, speed=13.00m/s"
33,6.584726268777269,9.01055003490537,138.18847201764584,NONE|The vehicle is too close to the stop line and should be stopped immediately.
34,109.66131516669083,1.9153948103586895,140.8789330162108,"NONE| distance_to_stop=109.66m, speed=1.92m/s"
35,7.461119786215822,11.501090907588093,138.81765096448362,NONE|The vehicle is too close to the stop line and should be stopped immediately.
36,4.972777544118326,6.730449346640663,142.25988602265716,NONE|The vehicle is too close to the stop line and should be stopped immediately.
37,110.32695963251214,14.015276615350048,137.5840519904159,NONE|The vehicle is too close to the stop line and should be stopped immediately.
38,22.962337359892558,10.781002520284122,140.13377600349486,NONE|The vehicle is too close to the stop line and should be stopped immediately.
39,50.19476742385832,16.72377509276311,143.33616703515872,"NONE| distance_to_stop=50.19m, speed=16.72m/s"
40,52.394523103380585,4.3356886640501955,136.22484903316945,NONE|The vehicle is too close to the stop line and should be stopped immediately.
41,23.673736132449854,1.541762137221818,135.1714050397277,NONE|The vehicle is too close to the stop line and should be stopped immediately.
42,58.16023253420089,17.603720886192015,139.67466598842293,NONE|The vehicle is too close to the stop line and should be stopped immediately.
43,19.145860732674695,2.3110463609957304,146.8408569926396,NONE|The vehicle is too close to the stop line and should be stopped immediately.
44,59.468486797049906,2.9722852615342976,135.25292102713138,NONE|The vehicle is too close to the stop line and should be stopped immediately.
45,21.810826027131437,7.616482923615965,149.24915501615033,NONE|The vehicle is too close to the stop line and should be stopped immediately.
46,118.50718335304572,13.5947735394445,147.60962600121275,NONE|The vehicle is too close to the stop line and should be stopped immediately.
47,5.028776584742397,5.610893243416109,169.07297703437507,NONE|The vehicle is stopped at a distance of 5.03m from the stop line and is travelling at 5.61m/s.
48,16.246951440986336,7.885801510461073,145.99887700751424,NONE|The vehicle is too close to the stop line and should be stopped immediately.
49,11.287153534778243,4.462301045988143,147.66071096528322,NONE|The vehicle is too close to the stop line and should be stopped immediately.
50,106.09979680509656,10.589556932230199,140.47132298583165,"NONE| distance_to_stop=106.10m, speed=10.59m/s"
